mw_name,label,zero
0007c43e45430610fb0e933545bd927d9c8078380aaa0a518ce807bb9e098903,1,0
0010cc30886b77d922de3230a0df16de11463b5be79ce4a0d5cd26d655be0348,1,0
001887865a02b4646a321f0a56c0a8dfc56a6eb900e5a227bd84b30aa369b6e2,1,0
002ef1caca9d5e567660e6f6001d39863c526bfa292a764ff241c08503956fb2,1,0
00384b95c20580679bc2219f64ac043c4d27eb2bf19df878de741721be365b0a,1,0
005072c70f338d39ab5a7c16e2dbd39034d9d96430ff8331253a6381851291e1,1,0
00540946e2bab81d700523cff1a088e96793e881131d1f7ba998519354a5fdba,1,0
005d0dfd721f18e8e4d81441f485d4134bed73c5bf5411487f14dd0d2e89d92e,1,0
0065c588194dff58afd673578c33d5b88b6cea9f91a46cbb78a27609c831ed0f,1,0
007c7323b6e1204d1b88e477918b3c52b6eb82fc533026ca97e9e48cd817c333,1,0
007f3b1b203d3cf3ccafc2fa7a3e51fa0d701b1be497b5676f77de7b26a26943,1,0
00912fe2fca8139516745d4f91cc0e72647759979d43555b2fb0aa4f954be578,1,0
0092a25680ded69eb54f949ca922354c151aa7d119268fffb4f94617792c9d98,1,0
0092bbf88668fcec18ecd0bad9a938b9ad4e090bb766bafb92fe8149b323f064,1,0
00a292ee1fc253bcb2c09e41177a2802a736749015cbf35164a801139d7f4f0d,1,0
00a471bfc75d53fab0bd015382c7ea562499df25d4d04a714e6bc7436af89dc2,1,0
00ce460c8b337110912066f746731a916e85bf1d7f4b44f09ca3cc39f9b52a98,1,0
00e527d523400f4230520f204c89fceb26a113ad893463aa839ac40d71fe1519,1,0
00e82f92b405dc2760cd70bde82840d9b3181c13a84911049e2bff07df6803c5,1,0
00f1d251cc2d7aebc9cb0edc09e61b320d206b8f806f7e9480739ede7686d24e,1,0
00f61f2b40b60cd6e0e40b33120e29b2ee42232431288ce8183f66abf55ca6a6,1,0
010457635f67def64ef3cf318ba62bb93663094eaeb1d946e50c7027cc30a453,1,0
0131f2ecadd7a9181b3308a2bc93a7e427825f22b82032d6256d887af138f869,1,0
013864dfbbf8916600744fb6161bf5439db5cdc3325b1cd3cebfded9c50f27ea,1,0
013d551b50fb960bd51a9b03cd455ea1ab48b56690a131a78c06e6fbd3a1e46a,1,0
0140dff1373c3fce939b54ca28abbe2210071eb4fa0d253ab8190326fc3638af,1,0
017096a03d4381bc3f8132625f1082a4cae9a2a618bb8ddaa54a8150e3a8545d,1,0
01806ec0bb4ffe4069c42e9606be2299d3e71b2f46d194ad1f2a913863d52072,1,0
01814b7aa6f3bd4d12cb788973f852c0131d4dc8e2630f9b7802feb82fd5952b,1,0
018344e9045fd4b121919163f1c3b161788ecd380d598fd62bdc55d7d3d4bc4e,1,0
019dff2f301670d80fa16bed737b1db093b8137c7c9fb945fefbb5848133101d,1,0
01b9e7ff14a679c63cab4de9628604049cfb37a94376a1ebebc8ba6bf2ea31d9,1,0
01c607f9f1917941806fb17bcc379d459fbbcbc8fdcdc1684d43e55a83650a97,1,0
01d1c3d21abc199a4a1600ba47c0046a43643627eaa3882fc8c69c0949de06fd,1,0
01e62fb7fd96ca478fa6e0834c7fc8c2d9a743ea43171c847ab5cff28de9f1e9,1,0
01f1b43b9d52e6373354e731e4c739e1095cc77f5f29b6128c4902de198b9810,1,0
01f208239f6cfa8a1383f7318614edae82dbd62dec743d8d1d08d2fb3617555f,1,0
0201bc29b3b772097a9bdd3de25778920aec9738ccd72bb4e1bacaaddea0b9b9,1,0
020e4a44a3aa9da17aa769f2f38cc7d125489d50bbcbf50dd6acf5f1a710e0fa,1,0
022fea018158248e8bacad984d5ae0f804377af84d62cc032cd3045486360b05,1,0
022ff2e06ca0771240562f2f1c6873d2a08f6fa1b022a523e665c9205181e240,1,0
0241c414586696d22d0ceac8a8300172467b48c9654b039255c8300bcf8839b0,1,0
0248911d372986301f8afe449cd53204a48dad8fee1d619fd4793da7ec8dbd9a,1,0
025fd8e0b3758d4860a21c473a91688ebededc6991809be85fbc9e14439dcc54,1,0
0274a0846561500fa53e575eebf014ac9489ee9580770421a7a9babbcb0d0a75,1,0
02787762c21052a4034ceb76e1093f05593fcb4c135b5c03efb59445c7f13ec0,1,0
027bfd91ece86f1dbe8e03566c670f4cf2a00866b9996541464a396573f2b6dd,1,0
029f873e0cffd00bbc7eefe694a65a8575a5a17a822113cdde789558719f4b5f,1,0
029f9ef56af4fa7dd8b3d67e979c4c4e1e50c229ea63fc6415bbe512b7250f3c,1,0
02aa5e404a909b6a9e12a187dfbcee77f03aec5037b84b27503910d280813089,1,0
02b463d04b4cc5610cd0cee9d45c52785260be89fba38487f2102adb1dfabd19,1,0
02b96c0b2f931ccfdbb629b0d99471d13793a4fbd80ffd334234db3199e18e21,1,0
02f8d7e590aea185f64fe82371bfa81a4d4f35d63d62b2035703f5026f7a2604,1,0
02fb0912e5d431d7a492e0373707172fb89e6585ad4d86cd0f483668058ce9db,1,0
02ff39f1a0c30d62821609c5ef7cac545de51d15752699b056448295e98c1c47,1,0
0320b0caab3c743e2d679f4eb096592e3bca39ca232938444efe3abddaeee207,1,0
0326c6d51b98afbc5c3a6f67bfb7f6afc38a31f5b678b53350cd5720c085a8aa,1,0
0339d4d220142031992bd10998f14a95e2fb34a0c28d016675ea4d2e4480467d,1,0
035ed260ea8c938d77f13648116582f12f470cd6426c4b6347640a82455a45d1,1,0
03822907f9bc276a019ce0b5cb629545c122700f5de7e0a492993dc5b061b0e0,1,0
03af5d94e197021cdcf4ff72b4db3e93fbc73b63ae5c23442bc0d35cb0e61580,1,0
03c1b44c94c86c3137862c20f9f745e0f89ce2cdb778dc6466a06a65b7a591ae,1,0
03e702ca00e39c95b4683fe538cd47eb385cffcc47ab3a6a293908d63801bcf7,1,0
03f31205668ef62ad6d2b1e89484a90193c0da0d6ae2c939c567b21f5fe42837,1,0
03f6b56efa980c4ffebee48005bfc557f86a784ff9be55dc9a97ac2c9ba4a622,1,0
03ff05933533e50986ceca2f54edc45b5829153519265afd65c253b28e46387f,1,0
0419f719b31ecd1a1c4cb4a8a09749b67aaa9f36d778f1bc2d09a87b5154902f,1,0
0422ab86d13fd16395e2658439763b466fbf663f119419c3b70330f2c57d3bfc,1,0
0439d328212e02cb4739f28d16891569f34fe50ce6f5317d39f9a4d3fbfed9ca,1,0
047f4a941587c71730559e2e1ffeee4bbd86d28c7a636ec7bdc8a08f81e7c5be,1,0
0490b8a28dccc28c651a8e062898598ef62b4111dccefd2e087bd79452f563a7,1,0
049dc7ebd447f783a337b36f5c996d1eb3f581715e1d6f76e56dac594036cfb2,1,0
04a3e4582bb72dd87411f7092dc915d20753fcd41855709de78be93cd0c1b376,1,0
04afbc96d489d7043b80952db96ec8f282c64526c11bfd3312ca9244f8679ee6,1,0
04dce00e05b4f00dbdba7c567b31d935e52c33ff7603bbc8bbc83de18dee724a,1,0
04f6bb1d7e6ed13f7d653884bdd325b14644479049b75f8fdc4002f8e779b4bc,1,0
05069a67452301d419ac9cbdd5ca0c53ece54437409d29962523e853bffa2b1b,1,0
053b37e24f794f7b5bbdfff1f65a4900d4a2d332f9e9a724e968e67a6312fa5c,1,0
0575749b8aea65d1557864a2ae25bd2fc1d25bce1a93558dc696e60aa57f506e,1,0
05887378f337cfa6200ea2f04ed022fffab863a60ba440648b6c814b80468546,1,0
05cf224e2b557307f35975fae17cb78b5089894ca60df90caacf915228eee012,1,0
05ea7239e4df91e7ffd57fba8cc81751836d03fa7c2c4aa1913739f023b046f0,1,0
05eeacb41481ca79fcb0c0551ed63776152b811dfd09bf37a2c4468ca871600d,1,0
0627da834f0bd84282badaa2415d57e94c0891514247cfb8082fa9b4d285f345,1,0
06523b8a3486b35f02a34650b9a27513a239a7a842c3a0bacad71adb5af9232b,1,0
06558300b776f0fb43a02b4ccb7f710b7707b27b5611cf00900f89cc12b620e3,1,0
06b78d68afd98e770335cc8c58e4f2e1830e231bbc16b3cf767b54db0be931df,1,0
06be0b3cb992317c4d6459b3a16df9c207ec186492ea771415747eb326438029,1,0
06cd12543656438f1d18c26c4231b3b9998870880407da15dd429fc6bf49b0fa,1,0
06d309da255682ad4b4df7dbafa54efe108f4eeca9c8ecbaaf67a13815e6e15b,1,0
070903dc9649d83720d8a0275b99ff4ede10e35f83f2c406671ab69b06b674dc,1,0
070bb0a986daabdd35e3e163cc5cd61bb633822da08bde081b75fdcaa959e39b,1,0
0715268da2b8570a2c4f4bef498d923195dc18392e8033171c9159b15ad51237,1,0
0730715af7bb007e4e683806d855119fddd2b5c3b38825b89f351fc9ba476f94,1,0
073e816201765dcc4d55043c79a3e2d4660101ed03b6011c3c40b43db362e7a3,1,0
0792afea2b48cc7c4f6142933b381e3fc295e5f7c59578329e9fad26682b05b8,1,0
07b6be82c7567e4b341c9b04b0068ff64ba8785157411553a04e242bebe09a5c,1,0
07ee4376d3e32b52312d4180ed303268c57a66415509b517921152ee77cea7ec,1,0
081adfa3f3d441df19148b08e32190e174da5f97863068df6565652195963e7a,1,0
083c31f108a1d6916dc3bf976bb358bf1d32e164135f897b4f8f5941a54c5772,1,0
084b54ec607c5f164a19c03a917675a735249b368e6b05b6e40d7569537040e5,1,0
0870423bc636d81961dfa6175bf39ebf288fb8647c50d09f656144c7fad7b75c,1,0
0876353050ee674e29fab37a0e8f60483d463787b2e4bc963541c6dd39aa0ea5,1,0
08997b5e6b64e2bc9aa146419d15abd084499c55442adbeb281efc08801696d5,1,0
08cbed6791055e8aad5f7dd8fd51c090764bb46e79bde613c71fb470cf2371e2,1,0
08cc81ab600990c28d51d66443785627dbe31450f1cf7a049ffd6de36240f8cb,1,0
09014102a3d119f18e81e62fe424e3967816427729ba2c0875b31bbcc6ba13d4,1,0
090ae4792863f30c1f4e5940d8755326e88525149a73e57122b97f8f37309728,1,0
094923d103ddc60217101efaf7b0dc677ee998f1dece2df0521e0203a546e69b,1,0
097197a64c7a7d5bc807277957e338b9caee3f9180f6d572183566a4d794fa55,1,0
097ed0b72fc31e443978eeb6165c0306ce505d9ef27b8881f854e0d4f6dd96c2,1,0
09af14a7ff28b6e66fc6ac5738b0ec145b08180f5207c65d53cf9434a39b7500,1,0
09b4782fed0362530628566cff5cc4bdc6fd773ac80ccf38ef05494bc2013d8a,1,0
09c6a767a61e7c163436755d79006594ca03d11a9edc11424ecac97ac2f32427,1,0
09d58bdcfa7d3af2ec159f4112c10cd072744e8fbb68afe38e93a1a9332778c5,1,0
09db0a56589ff193c9b8d933889116062b3db14c2027a6988bf037e3b132db6c,1,0
09fa4c231baa3d511e8c6a3aae4224b2500b79302fa6523e7e0bfa63634f82af,1,0
0a077171ae1a9c7e9b36965c7fa9b89a2d1b42c7a98f0bf319ac0545fee175c7,1,0
0a5eaa2954148a4f6a1e927cea16cd0f16c6fbc08c5adb80a37b995895c98417,1,0
0a8627a75f0e40eb0bd197a7812dfecf54b47c89a4a0ba63273b6ab4c1d2a638,1,0
0a87a1b1c6cbecf69a495c5ac05270f1d31a5c03d45353042bcd669fd3e740ff,1,0
0aaf14e8dc0d24762a4b4c3b6321694b26fd537c9d2eab001b2ab322c6e35798,1,0
0abc06a081722887f7f7043f8df326aea5b501943a35c9911a3514d5bc276768,1,0
0ac4fe7c26be50cb481d65611d7e54dfa5e587be210dde0dda56b93cb262f04a,1,0
0acf29478cdbc71261742e82f89c2179474a37f684325f91c75c319c41460de2,1,0
0ad162f651a97cbd5c6be9a129c0a3a9d91b2a6a527ef9d0b2d616614c40deb9,1,0
0addffaa90b2bbc92ae7705186617b3b8b5d83faa32b7b29ef3e067cdb091071,1,0
0b202a7556ef7bb4b443c5bcacbf0eae28af8ce64188f57e83bcb4d79a7b2cbe,1,0
0b33d747ff499fbc2bbc08adce868f67544e6e468c30bb0436bab236a5984d52,1,0
0b411d0ad05dbdb98ede9b9e82bd1041b0d4b812084d30d958afc7b27c99ac29,1,0
0b4de4eef035d9965fca6d30667de552db48b9efc7342832c7f492a55fbfa6ab,1,0
0b710c952bbc51a99015cc39055c2d3347e1bf2283ffe0af4c18553cda5bb88d,1,0
0b890a614afdbad110ee0df2ca269af1c62280d7adbceb93264c08817d8fe179,1,0
0b8a890aabd407a9e2cd1e79d94b0f11323ffcf0013a905ea1b7e9372571376c,1,0
0b93c1b0649f7d3a79633f184be30c5a9501b0adfefa10caba87b5367a385144,1,0
0bc67d6eabaa9580d8ece1ec90b57e7d376d7d6ed64445dec861b394b1463e4c,1,0
0c012d177efee5aa0244364d7c280fd2bab6ef68b4b4ceb812cf374e91d93fc7,1,0
0c02c38659e11601a254500a11cc5b4b2ff1ab21d2b6ba680e15cad31a52ab26,1,0
0c44784217075f1cd6672ce12e9c23bb63103b25320f40612ae63c642ff7570b,1,0
0c5a4d5d71e45e3bd3dc240fc442be3be15a590761f19b46a1e56733992f8efa,1,0
0c8b60df9ce61ca438a6c83204c3da539409d6198de799574a47993c21fb7818,1,0
0cb5195570aa2426dddd3bc316c633d6f2f837e9886e3914288fd04b97985332,1,0
0cbe2b189eca4b7fe8d0f0cdfc46e2c432beadc1cb3f4af2b5e4eebb9de03191,1,0
